filename,width,height,class,xmin,ymin,xmax,ymax
img_548_jpg.rf.c6f2b9a8665df43586e9deebf85b23dc.jpg,640,480,talking to passenger,20,17,581,433
img_727_jpg.rf.c8034d352fe5bf34314163ec2cb5f8a3.jpg,640,480,reaching behind,31,3,639,472
img_101593_jpg.rf.c7851fcef35ebb6b3d4e4d7def78c4c4.jpg,640,480,reaching behind,71,0,639,455
img_1286_jpg.rf.c7ddd1516e3cc3c645f9331f20c34985.jpg,640,480,texting,48,19,526,366
img_1922_jpg.rf.c8485b8a0ff78ff3d13ab564435f40d1.jpg,640,480,talking to passenger,146,81,595,392
img_92374_jpg.rf.c7654996c533cdc070d2b751d36ed922.jpg,640,480,texting,80,33,574,479
img_508_jpg.rf.c8312f0b3be25b74107c6d6b1bd211ba.jpg,640,480,drinking,104,0,639,390
img_102074_jpg.rf.c85ad0b99d73801d00c138b4c6ba5713.jpg,640,480,drinking,69,0,609,479
img_101719_jpg.rf.c970bce765fdc5a8372eaac85fbacb7f.jpg,640,480,drinking,34,8,543,444
img_501_jpg.rf.c8291c512b04eb850133cc0c292395a4.jpg,640,480,talking on the phone,10,51,574,419
img_3178_jpg.rf.c97fabf426d0d9aacdaa6d46fec8e5b6.jpg,640,480,operating the radio,121,72,639,466
img_3318_jpg.rf.c9b4ff915902f65339ab8ee290e0a89d.jpg,640,480,talking to passenger,141,83,623,385
img_1317_jpg.rf.ca7b41c1b65bd529c791f1a6aded9a19.jpg,640,480,texting,189,0,639,381
img_3442_jpg.rf.ca8259d7c7ffe7b666aff98df663255d.jpg,640,480,operating the radio,174,35,639,440
img_89892_jpg.rf.ca79324b20a6a891c9fc567f2eff7655.jpg,640,480,safe driving,128,10,639,367
img_729_jpg.rf.c9c104d507ccc1055335c00e3414f0de.jpg,640,480,reaching behind,0,0,560,479
img_101751_jpg.rf.cb44df6f3b99d802f240ce0b25411db1.jpg,640,480,hair and makeup,3,5,602,479
img_1457_jpg.rf.ca8f6f38aa5914091fbbc9e3b6fbff97.jpg,640,480,drinking,145,0,603,427
img_91925_jpg.rf.cb7c603922d4c83f1f132b95418f755e.jpg,640,480,safe driving,49,62,561,374
img_101130_jpg.rf.cc0128206b0c380dae67f84cbbafdf37.jpg,640,480,texting,10,6,540,373
img_4409_jpg.rf.cc7b58c4260f48da5ae4707da0fa7877.jpg,640,480,hair and makeup,2,86,490,479
img_420_jpg.rf.ccd98fc364b26006c2687673eb7c8654.jpg,640,480,hair and makeup,80,46,578,421
img_501_jpg.rf.ccf0c129cca08db6d815e0bef9c8f7e7.jpg,640,480,talking on the phone,16,59,569,408
img_874_jpg.rf.cd10452a3e32b997245fb9f443961ac7.jpg,640,480,hair and makeup,112,38,639,445
img_1057_jpg.rf.cd1a948855816bf10b3655103204a231.jpg,640,480,hair and makeup,76,4,483,451
img_116_jpg.rf.cd1ae41ea960df05398b5e76891a7b9a.jpg,640,480,reaching behind,0,18,639,436
img_579_jpg.rf.ccf440f566780ca3a915874199fc8ace.jpg,640,480,talking to passenger,148,0,639,443
img_101029_jpg.rf.cdb4acbda19fc2a093508d239ee71658.jpg,640,480,talking on the phone,54,0,543,380
img_4083_jpg.rf.cd81758d6a394842447b1e79056d6c37.jpg,640,480,operating the radio,164,6,635,405
img_3281_jpg.rf.cd2ec46ebdcbe0850fb30ec664594db5.jpg,640,480,talking to passenger,68,0,486,445
img_1952_jpg.rf.cdcc75dc1f35f238e929ddd4388e6e0d.jpg,640,480,drinking,149,77,543,409
img_2551_jpg.rf.ce90bccfba11571d910f09d86ae8636d.jpg,640,480,talking on the phone,96,71,529,445
img_7139_jpg.rf.ce4f3e0b91bac55eb7267f19f93422c7.jpg,640,480,hair and makeup,25,55,545,401
img_89621_jpg.rf.ced4e4cb64a3ea7533e96cbb8c54f7f2.jpg,640,480,safe driving,128,0,639,348
img_1254_jpg.rf.cf46845ad94bde995f69954d78e67180.jpg,640,480,talking to passenger,55,53,587,476
img_1872_jpg.rf.cee020b83ada4d7ac6eea9a429011573.jpg,640,480,safe driving,85,50,552,450
img_325_jpg.rf.cef4c7f1e98ea24d61354d0e785f52d5.jpg,640,480,talking to passenger,136,30,639,403
img_101433_jpg.rf.cf4952399321b6f720743b80efb1b233.jpg,640,480,reaching behind,0,48,539,479
img_456_jpg.rf.cf8364688f5630690edceabc1bc5a745.jpg,640,480,texting,102,30,530,479
img_2700_jpg.rf.cfebb220397572597c9b4851595b847f.jpg,640,480,talking on the phone,91,28,634,464
img_394_jpg.rf.cfa02d82345426b11d8a9aea7ff640f6.jpg,640,480,reaching behind,0,8,574,443
img_3541_jpg.rf.d0c3f90738c30a1b28236a3fffccc667.jpg,640,480,talking on the phone,58,49,512,437
img_154_jpg.rf.d019e6f961b3d9c05820fdb5163062a6.jpg,640,480,talking to passenger,72,58,572,429
img_302_jpg.rf.d0ee56cefd5413002b56cd9c89b39737.jpg,640,480,hair and makeup,38,57,523,445
img_101047_jpg.rf.d11b1882712af35e7aa71ac0c6ebeaee.jpg,640,480,texting,124,49,639,438
img_101378_jpg.rf.cff30bdefa5a7f521d7e6d0e3b1ea717.jpg,640,480,reaching behind,0,19,582,479
img_4398_jpg.rf.d1aad1b69eb7136ec498bd2a73c0e78d.jpg,640,480,talking on the phone,16,59,491,472
img_183_jpg.rf.d1e49bca5235f4ed541e350d127f14da.jpg,640,480,drinking,64,30,629,479
img_100503_jpg.rf.d1636a7436cf532bad2b36bb8c3eb06c.jpg,640,480,texting,117,75,568,442
img_548_jpg.rf.d1ea657ddfb17eb6d1efebde5953500f.jpg,640,480,talking to passenger,48,60,494,479
img_719_jpg.rf.d1bfe7af8fdb244e879fba660013bad5.jpg,640,480,reaching behind,0,11,591,465
img_101749_jpg.rf.d2361532c7a05aeb6c19de0ff5733e8c.jpg,640,480,drinking,102,61,568,479
img_440_jpg.rf.d221ecb61e92b7d6934941acda60d8db.jpg,640,480,talking on the phone,56,22,549,405
img_2890_jpg.rf.d2a02742ae6b63aa262da73c5aac2ba3.jpg,640,480,texting,29,47,534,336
img_244_jpg.rf.d3199ac3cef34525d3386f0a33aab50a.jpg,640,480,texting,82,24,533,471
img_3899_jpg.rf.d44f94dfec6fac66e987f1d76f970020.jpg,640,480,operating the radio,45,38,631,382
img_101394_jpg.rf.d48ac7602ccf0a1acf32b8ae405509b4.jpg,640,480,operating the radio,95,63,639,434
img_92947_jpg.rf.d4644f9786600abd21a223c2845cc82e.jpg,640,480,safe driving,137,44,639,427
img_101993_jpg.rf.d48d43eb589b2bfd19b8dccf14104c12.jpg,640,480,texting,96,5,639,464
img_4232_jpg.rf.d4ced4a3e409058267e42ef84693b31d.jpg,640,480,hair and makeup,159,25,639,376
img_2974_jpg.rf.d4f72d483360c14a0c981ea747cec3b9.jpg,640,480,drinking,177,9,639,377
img_100368_jpg.rf.d4ab6747931d37e43162561e7d0fe850.jpg,640,480,hair and makeup,55,9,605,469
img_761_jpg.rf.d4d453800fd228387ddc00b46650cf4e.jpg,640,480,texting,73,67,477,479
img_100589_jpg.rf.d55c2bf75792bb7e596d96bc5777d086.jpg,640,480,talking to passenger,28,0,574,466
img_641_jpg.rf.d55c519c75764c5840c53832c1a83073.jpg,640,480,talking on the phone,26,57,531,438
img_101370_jpg.rf.d52f76ca770a24755f854034cf5c08e4.jpg,640,480,talking to passenger,36,7,600,479
img_212_jpg.rf.d56cabe938522e041710780e12428a3a.jpg,640,480,drinking,61,65,576,474
img_100368_jpg.rf.d58f38ba203915d93ccfe204248fa12c.jpg,640,480,hair and makeup,58,12,599,458
img_97728_jpg.rf.d5be6a2f5cc0b8e824452e800a877cb0.jpg,640,480,texting,76,17,631,410
img_995_jpg.rf.d5c7d1d599afef5cd3dc271950d456af.jpg,640,480,reaching behind,1,50,493,479
img_503_jpg.rf.d5d82e8635a194e29f0f63069dae89a4.jpg,640,480,talking on the phone,33,45,530,319
img_665_jpg.rf.d5f1461414c9aa97816f590da47b7a90.jpg,640,480,texting,125,4,634,413
img_116_jpg.rf.d5e0d26f7c628d0052990ed64cb39479.jpg,640,480,reaching behind,0,43,633,410
img_89613_jpg.rf.d5f7baacace57476f8138721bbb5c39c.jpg,640,480,safe driving,48,29,595,439
img_4158_jpg.rf.d60dcda4a6a54738de936c9224fc7381.jpg,640,480,drinking,42,9,597,479
img_90146_jpg.rf.d6aad90c6da423b8583a103f77315538.jpg,640,480,safe driving,93,2,639,390
img_93274_jpg.rf.d6b5f9b25b94861dcb722873e021188d.jpg,640,480,texting,126,8,639,479
img_2917_jpg.rf.d65cea9981c52c4a43fe4e18f5aa7eb8.jpg,640,480,texting,139,61,614,479
img_2497_jpg.rf.d6e0cac83b14e36e96a72c1346385f04.jpg,640,480,operating the radio,119,70,639,448
img_3000_jpg.rf.d7b2c988532bde3c0615557fe1ee145f.jpg,640,480,reaching behind,40,69,596,479
img_101868_jpg.rf.d771376801ff84e974fc611e55c841a4.jpg,640,480,reaching behind,0,0,591,479
img_1942_jpg.rf.d794ee250c1d93901c2a49e313452e64.jpg,640,480,safe driving,90,86,576,411
img_101873_jpg.rf.d7ea1fbcaf9509c4d57b3939e7ea0819.jpg,640,480,operating the radio,174,60,639,457
img_921_jpg.rf.d800b0718ec0c9851bd93038e6125c97.jpg,640,480,hair and makeup,75,23,604,447
img_1552_jpg.rf.d8137155cfad6ea9487c87fab6462785.jpg,640,480,talking on the phone,130,66,638,408
img_3014_jpg.rf.d8706408c4f20b3944c40d5ac76b8b8e.jpg,640,480,texting,19,47,531,479
img_379_jpg.rf.d8f1bd30104971bc59f49ef78859dbb1.jpg,640,480,talking on the phone,82,0,639,402
img_1202_jpg.rf.d8f1bdbd82c659e0dd7913f89294d736.jpg,640,480,talking on the phone,166,6,616,387
img_5046_jpg.rf.d992a6decee6323aa8bebfa56b44af15.jpg,640,480,reaching behind,19,65,595,479
img_3845_jpg.rf.d8f2be269dc0b3e80445fc61038ba0bb.jpg,640,480,talking to passenger,97,74,508,442
img_97080_jpg.rf.d9de83dc7485dde71c7527e60baa1f3c.jpg,640,480,texting,168,0,639,378
img_1881_jpg.rf.d9e3caaa60ba190765b781b16f4f02cc.jpg,640,480,reaching behind,0,30,512,478
img_3759_jpg.rf.d9667888f77f5f4c3dd04f4b1fd14ba5.jpg,640,480,talking on the phone,21,23,471,434
img_3196_jpg.rf.d9e897b87fc0e818dae540f08df1f7d8.jpg,640,480,texting,92,61,482,479
img_2810_jpg.rf.d9d01e190134b033e750bb1503852959.jpg,640,480,talking on the phone,141,3,605,371
img_3879_jpg.rf.d9eaa473d7558b9035601166cfb6cc71.jpg,640,480,texting,69,9,458,404
img_274_jpg.rf.da01781c073986236b449189f9eee8c8.jpg,640,480,operating the radio,77,44,639,472
img_499_jpg.rf.da243743d163fbb8ea48970d11a2212e.jpg,640,480,talking on the phone,9,0,604,479
img_101873_jpg.rf.da1128f19415b69527897df5a76ab484.jpg,640,480,operating the radio,149,45,639,479
img_2635_jpg.rf.dab8e279c5ddca642e9efcac212a721c.jpg,640,480,drinking,49,25,459,448
img_3007_jpg.rf.daf06f20a731f1ce0098b0bd130e6e16.jpg,640,480,reaching behind,0,130,493,477
img_3024_jpg.rf.db4f5b62881d9fbfe1d9383b68ee532a.jpg,640,480,talking on the phone,89,78,482,386
img_340_jpg.rf.db5a4f18031c66570054b7ce40503d76.jpg,640,480,reaching behind,0,49,553,464
img_124_jpg.rf.db8d0e21f64d43d31650dce9cfbe4140.jpg,640,480,drinking,53,11,539,455
img_671_jpg.rf.dc3d944907babd71f8db1890d56bd5e5.jpg,640,480,hair and makeup,188,0,639,395
img_101984_jpg.rf.db97eb535485d101bcc29d8e370fcdc5.jpg,640,480,hair and makeup,11,10,597,452
img_5000_jpg.rf.dd168185e0d9c1859748b782e1969f83.jpg,640,480,talking to passenger,66,40,578,437
img_101130_jpg.rf.dc54e1d6d5edecde3fa9403e2d59ad7d.jpg,640,480,texting,17,15,538,359
img_2955_jpg.rf.dabc90939cf6fecc5c85df9ccc15c8d5.jpg,640,480,talking to passenger,129,13,609,427
img_2558_jpg.rf.dd69e3b36f51015ac9d8f10a05efd85c.jpg,640,480,texting,54,16,530,341
img_557_jpg.rf.dd15a64625860aaa6d251ec64f23c7c0.jpg,640,480,texting,110,0,639,479
img_381_jpg.rf.dda9ddb747b299a8483cc1e19423f3ef.jpg,640,480,talking on the phone,126,0,639,457
img_65494_jpg.rf.ddb00dec0c46f2bb1ba04e8c4383840d.jpg,640,480,safe driving,26,0,552,419
img_118_jpg.rf.de22ab9220a1e5bb3a78a11e2abbf398.jpg,640,480,operating the radio,163,34,639,439
img_101593_jpg.rf.de1a5555fe9556ccbd21a237f6b63b68.jpg,640,480,reaching behind,79,1,639,446
img_3382_jpg.rf.de5ddd76b87e1576c0b413d6f12bd775.jpg,640,480,reaching behind,34,26,487,479
img_4106_jpg.rf.de70707706ddb1cbe32c87260e8cd67b.jpg,640,480,texting,155,7,639,365
img_101909_jpg.rf.dea09db9acc22294456da0fa9161f620.jpg,640,480,operating the radio,131,54,639,420
img_34_jpg.rf.de38f520a164953d071cc13552189c9c.jpg,640,480,safe driving,35,41,525,340
img_2267_jpg.rf.dec464143f58d6edb1fade8a90cb0b1f.jpg,640,480,talking to passenger,30,81,542,469
img_213_jpg.rf.df6bb242a9c65e3d75afe484f778d3d6.jpg,640,480,drinking,13,32,565,445
img_397_jpg.rf.dfcfac18331354ffc59f33c7a72a1459.jpg,640,480,drinking,64,25,593,479
img_89892_jpg.rf.dfe16afd00cf7c98b60e4ca66d6c3620.jpg,640,480,safe driving,106,0,639,435
img_67110_jpg.rf.dfc7a43b1d788d86748b95ecb2ff12df.jpg,640,480,safe driving,86,9,639,412
img_578_jpg.rf.e0000708695388da3cd7da2deaba40c1.jpg,640,480,operating the radio,112,70,639,455
img_3512_jpg.rf.dffe148bb7f64329a949197c2c18662d.jpg,640,480,talking to passenger,40,59,489,479
img_138_jpg.rf.e00ca5855e2779ee71d6402e6fc43f81.jpg,640,480,operating the radio,84,74,639,478
img_5175_jpg.rf.e044e4de17d8c71cddeedd193dfdf80e.jpg,640,480,reaching behind,0,63,569,478
img_65313_jpg.rf.e0941bcad3eb783e39dfe4b8d0171c0e.jpg,640,480,safe driving,51,35,573,451
img_3013_jpg.rf.e058d86005116b9f5235575ac3c83805.jpg,640,480,texting,84,31,514,476
img_2020_jpg.rf.e1061aee0fd68e1aa5d1db39d61828fe.jpg,640,480,reaching behind,68,170,500,479
img_50_jpg.rf.e16b564ec40f3c8842f6548dd2d19bb7.jpg,640,480,talking to passenger,65,0,527,423
img_195_jpg.rf.e1caa64475da2087ff94ca29e7bdecc1.jpg,640,480,drinking,22,0,561,416
img_92506_jpg.rf.e146a1d1fbfaac3e2e1cf93fb5e21167.jpg,640,480,texting,72,25,587,479
img_104_jpg.rf.e2157257a83b26a49dd3c5fada09d996.jpg,640,480,safe driving,55,0,519,428
img_1063_jpg.rf.e1c425fcfe81a8151d5a9f6b4dde0a11.jpg,640,480,safe driving,203,0,638,294
img_414_jpg.rf.e26155d7e2015185739164c83a82277d.jpg,640,480,safe driving,80,25,583,399
img_3014_jpg.rf.e26b0490f23d1bad9ec40083506d870f.jpg,640,480,texting,19,47,531,479
img_3348_jpg.rf.e1d6a12661a1d32bddfe9a33a9f901e2.jpg,640,480,talking on the phone,90,73,565,474
img_102083_jpg.rf.e26c078c3766d741c471b7c847871ed4.jpg,640,480,talking on the phone,123,0,639,382
img_3013_jpg.rf.e2afa7c860f5fad4ded3cdba2d8eb7af.jpg,640,480,texting,84,31,514,476
img_2669_jpg.rf.e29a31a0fb4997e7c52c3b831d98aed4.jpg,640,480,talking on the phone,63,0,523,410
img_420_jpg.rf.e2c3278a08e7ec8953eeccaba8711753.jpg,640,480,hair and makeup,74,36,587,434
img_1713_jpg.rf.e2db8bcc9ae966453897cf79c338966a.jpg,640,480,talking on the phone,59,44,501,437
img_4439_jpg.rf.e33801a114cc2244b9cef0b4df701062.jpg,640,480,talking on the phone,112,68,564,440
img_5498_jpg.rf.e3055f6c854731732aaf484f2ac555d0.jpg,640,480,hair and makeup,96,59,499,416
img_271_jpg.rf.e2eb6fc2d377cc5de7c1976455b6720a.jpg,640,480,talking on the phone,158,10,639,386
img_1133_jpg.rf.e3be13cbc0c26b07c41a3bf465d03bb5.jpg,640,480,drinking,53,77,476,479
img_100499_jpg.rf.e3c6ef725d34d57cb2af558e9016c3cf.jpg,640,480,talking to passenger,134,65,626,400
img_1012_jpg.rf.e3fc59951eee7281775010104f8b9ce8.jpg,640,480,talking to passenger,78,65,512,479
img_213_jpg.rf.e3ed5bbe9feb9e477f10b25c5d115d17.jpg,640,480,drinking,5,14,574,452
img_711_jpg.rf.e4075289cf389baaf2f9712e4962d855.jpg,640,480,hair and makeup,132,0,639,353
img_302_jpg.rf.e40cf69ac2adab2673b2491b4d9bd0b4.jpg,640,480,hair and makeup,28,35,569,450
img_186_jpg.rf.e45cdc4651e3d0bb840f2c1a4c5419d8.jpg,640,480,talking on the phone,49,75,563,462
img_421_jpg.rf.e4f2a696ee98bee3a7ca152af03659b6.jpg,640,480,reaching behind,31,37,487,479
img_1766_jpg.rf.e51ca095eca0809ee228659de799d464.jpg,640,480,drinking,81,58,500,443
img_100472_jpg.rf.e54b03b2aa203beb0678239fec0d4441.jpg,640,480,operating the radio,7,34,639,479
img_101868_jpg.rf.e5b7cc2f5e6ce1ecd99b4da095deb3f6.jpg,640,480,reaching behind,0,0,591,479
img_798_jpg.rf.e5f36c1fd26dd453068f6b709d910cde.jpg,640,480,hair and makeup,26,31,579,414
img_4384_jpg.rf.e5536df26e760da39c18f1f1499591ac.jpg,640,480,hair and makeup,28,55,498,445
img_3032_jpg.rf.e60114e3d596ff00397701f07cac096d.jpg,640,480,talking on the phone,156,74,576,396
img_101011_jpg.rf.e60c3474ba5e617b85cdf1b8bff44715.jpg,640,480,operating the radio,114,38,639,479
img_3484_jpg.rf.e683c88f2880d8e5c61cb2fc9acfb7b5.jpg,640,480,talking to passenger,130,14,639,317
img_100334_jpg.rf.e6e259971570c6e868fd9c061b4be400.jpg,640,480,operating the radio,96,37,639,422
img_204_jpg.rf.e6ac826ff1ac6c266080da3132b8de68.jpg,640,480,texting,59,16,601,479
img_380_jpg.rf.e6781b5bca8f6f05c4d27818cdf9efa7.jpg,640,480,drinking,36,64,488,435
img_233_jpg.rf.e75492a9d70839947d753e5b4ecc6f1e.jpg,640,480,reaching behind,33,79,568,479
img_67048_jpg.rf.e6fc9104474d4a8a8744e85d070eb487.jpg,640,480,safe driving,9,0,573,409
img_3854_jpg.rf.e7b1e68f5deea5c36c58ec58917bbf2a.jpg,640,480,talking to passenger,44,42,517,424
img_3657_jpg.rf.e7c961016d541c588612f53a9d06cb0c.jpg,640,480,reaching behind,2,77,519,479
img_67110_jpg.rf.e6ec1e5605f7d1159e67d5c5e16cd6f6.jpg,640,480,safe driving,93,20,639,405
img_100589_jpg.rf.e836140a23531c6ac366c74e7158427d.jpg,640,480,talking to passenger,30,0,570,463
img_2953_jpg.rf.e834b4268d2e3c55178d0e7e58a026a8.jpg,640,480,talking on the phone,61,28,518,379
img_1024_jpg.rf.e84f2b19804b92acee6e60899d22fb1d.jpg,640,480,operating the radio,51,29,639,479
img_3006_jpg.rf.e84f8d612cca1bcb0943fff532f6127d.jpg,640,480,talking on the phone,160,10,629,356
img_494_jpg.rf.e86227b8b9d4a58d0dcb56f6f227b81b.jpg,640,480,talking on the phone,132,70,627,434
img_102018_jpg.rf.e83b98228ecc496abe2d09a9c7e54302.jpg,640,480,drinking,154,0,639,397
img_2499_jpg.rf.e85e5040fbf8948b83fb3ebbf7693d9c.jpg,640,480,talking on the phone,79,13,507,337
img_101814_jpg.rf.e83a3217d55ddb965836c1f11c5c1fae.jpg,640,480,hair and makeup,0,0,607,408
img_3628_jpg.rf.e86ec0e768ed649e2478df8921fedd7e.jpg,640,480,drinking,140,63,594,467
img_63_jpg.rf.e89cecf8bd742035113d437b441a4cc7.jpg,640,480,operating the radio,215,0,639,479
img_1024_jpg.rf.e8aab73ae28b3355225e3e71e1b650ec.jpg,640,480,operating the radio,77,62,639,435
img_573_jpg.rf.e878ceacac6c2ced4c5848e6e48560b5.jpg,640,480,operating the radio,100,0,639,479
img_3392_jpg.rf.e8db358772436ea6e2b412df223b20ca.jpg,640,480,texting,69,65,542,447
img_100499_jpg.rf.e8f6ff2c7b6864095250a7b0ccd85f9e.jpg,640,480,talking to passenger,106,33,639,462
img_2421_jpg.rf.e8e929c3b3de7fa3b44407cd3d8758e4.jpg,640,480,hair and makeup,41,66,491,417
img_922_jpg.rf.e902b5fe5ad846627b90fcf928108b21.jpg,640,480,hair and makeup,120,0,639,344
img_101312_jpg.rf.e954caab521cde1fa1592a6eda66e8f9.jpg,640,480,talking on the phone,39,0,594,479
img_253_jpg.rf.e925d1440ecacc8c2384139362bb24d5.jpg,640,480,talking on the phone,25,0,564,438
img_3025_jpg.rf.e9a06a72d645d1a01993949f1a73f285.jpg,640,480,texting,134,11,639,343
img_1746_jpg.rf.e9a4bd782e663f502773e9b36212269b.jpg,640,480,safe driving,136,4,639,334
img_3742_jpg.rf.e9aaeae98a9265f979ab9733bfa8e812.jpg,640,480,talking on the phone,107,23,639,425
img_101631_jpg.rf.e9c2789ded9c7b0b63103786102efb6d.jpg,640,480,talking on the phone,76,24,568,470
img_1146_jpg.rf.eb0e1d568df8b1f00ac603254ba698e5.jpg,640,480,hair and makeup,90,58,528,403
img_101029_jpg.rf.eaccddff5f828540f01ee46030a8b521.jpg,640,480,talking on the phone,57,0,541,375
img_101908_jpg.rf.eb1b5b6fa42769ba4e31c816d8832fbf.jpg,640,480,drinking,115,56,633,477
img_895_jpg.rf.eb3e85a9aa49472817bae8184ac4c324.jpg,640,480,hair and makeup,13,0,585,459
img_92468_jpg.rf.eb9454dab1c638d080cd5307b2baa980.jpg,640,480,safe driving,86,54,596,433
img_845_jpg.rf.ebf66922840cd2e2ec7ca5e2573c04f1.jpg,640,480,reaching behind,111,0,639,408
img_2518_jpg.rf.ec66a495df7f32d56b553991cdad4a30.jpg,640,480,talking on the phone,147,69,573,399
img_3600_jpg.rf.ec8b2e809ec466d23622ad081ba8307a.jpg,640,480,safe driving,59,22,466,463
img_2166_jpg.rf.ec6a74ae21564ea4c04ed9101b26d788.jpg,640,480,talking to passenger,63,39,573,398
img_102005_jpg.rf.ec5aff1580df94f86a01bd964fc0dbee.jpg,640,480,hair and makeup,11,0,547,397
img_4541_jpg.rf.ecc691c428fff56f02b76146dd7cc991.jpg,640,480,talking to passenger,80,8,456,413
img_1723_jpg.rf.eca0d46f3b386d6648cfd1c7b781b466.jpg,640,480,operating the radio,97,29,639,436
img_769_jpg.rf.ecbdab74846bbbad4afd2ebe76018862.jpg,640,480,talking to passenger,146,74,620,363
img_3831_jpg.rf.ed00ff6c4b63e8828efc20999a8f5016.jpg,640,480,texting,94,74,558,447
img_4183_jpg.rf.ed442ef25cab9bf556cbb098e3a9588b.jpg,640,480,texting,154,30,634,366
img_904_jpg.rf.eddaca9348bd1a44628fa8e63c3ce78c.jpg,640,480,reaching behind,55,43,589,479
img_101905_jpg.rf.eea8546ffebd652b31436de43a076e9e.jpg,640,480,reaching behind,81,0,639,479
img_247_jpg.rf.ed9ce249afc9eeaa4d4ef81b8bd2c67b.jpg,640,480,hair and makeup,122,56,632,369
img_926_jpg.rf.eeb8360088bd54b37edbee072cf85142.jpg,640,480,hair and makeup,124,63,511,351
